id,day,shift,worker_id,preference,requirements,assigned,sumFitnness
356,11,3,5,1,6,1,5500
357,11,3,6,0,6,1,5500
358,11,3,7,1,6,1,5500
359,11,3,8,0,6,0,5500
360,11,3,9,1,6,1,5500
361,11,3,10,0,6,1,5500
362,11,3,11,0,6,0,5500
363,12,1,1,0,9,1,5500
364,12,1,2,1,9,1,5500
365,12,1,3,0,9,0,5500
366,12,1,4,0,9,1,5500
367,12,1,5,0,9,1,5500
368,12,1,6,1,9,1,5500
369,12,1,7,0,9,1,5500
370,12,1,8,0,9,0,5500
371,12,1,9,1,9,1,5500
372,12,1,10,0,9,1,5500
373,12,1,11,0,9,0,5500
374,12,2,1,0,6,0,5500
375,12,2,2,0,6,1,5500
376,12,2,3,0,6,0,5500
377,12,2,4,1,6,0,5500
378,12,2,5,0,6,1,5500
379,12,2,6,1,6,1,5500
380,12,2,7,1,6,1,5500
381,12,2,8,1,6,1,5500
382,12,2,9,1,6,0,5500
383,12,2,10,1,6,1,5500
384,12,2,11,1,6,0,5500
385,12,3,1,1,8,1,5500
386,12,3,2,1,8,1,5500
387,12,3,3,1,8,1,5500
388,12,3,4,1,8,1,5500
389,12,3,5,1,8,1,5500
390,12,3,6,1,8,0,5500
391,12,3,7,1,8,1,5500
392,12,3,8,1,8,1,5500
393,12,3,9,0,8,0,5500
394,12,3,10,1,8,1,5500
395,12,3,11,1,8,0,5500
396,13,1,1,0,5,0,5500
397,13,1,2,0,5,1,5500
398,13,1,3,0,5,0,5500
399,13,1,4,1,5,1,5500
400,13,1,5,0,5,0,5500
401,13,1,6,0,5,1,5500
402,13,1,7,0,5,0,5500
403,13,1,8,0,5,1,5500
404,13,1,9,1,5,1,5500
405,13,1,10,1,5,0,5500
406,13,1,11,1,5,0,5500
407,13,2,1,0,8,1,5500
408,13,2,2,1,8,0,5500
409,13,2,3,0,8,1,5500
410,13,2,4,1,8,0,5500
411,13,2,5,1,8,1,5500
412,13,2,6,1,8,1,5500
413,13,2,7,1,8,1,5500
414,13,2,8,1,8,1,5500
415,13,2,9,1,8,0,5500
416,13,2,10,1,8,1,5500
417,13,2,11,1,8,1,5500
418,13,3,1,0,9,1,5500
419,13,3,2,0,9,1,5500
420,13,3,3,1,9,1,5500
421,13,3,4,0,9,1,5500
422,13,3,5,0,9,1,5500
423,13,3,6,1,9,1,5500
424,13,3,7,0,9,0,5500
425,13,3,8,1,9,1,5500
426,13,3,9,1,9,1,5500
427,13,3,10,0,9,1,5500
428,13,3,11,0,9,0,5500
429,14,1,1,0,10,1,5500
430,14,1,2,1,10,1,5500
431,14,1,3,0,10,1,5500
432,14,1,4,0,10,1,5500
433,14,1,5,1,10,1,5500
434,14,1,6,0,10,1,5500
435,14,1,7,0,10,1,5500
436,14,1,8,0,10,1,5500
437,14,1,9,0,10,1,5500
438,14,1,10,1,10,1,5500
439,14,1,11,0,10,0,5500
440,14,2,1,1,6,1,5500
441,14,2,2,1,6,1,5500
442,14,2,3,0,6,0,5500
443,14,2,4,1,6,1,5500
444,14,2,5,0,6,1,5500
445,14,2,6,1,6,0,5500
446,14,2,7,1,6,1,5500
447,14,2,8,1,6,1,5500
448,14,2,9,1,6,0,5500
449,14,2,10,1,6,0,5500
450,14,2,11,0,6,0,5500
451,14,3,1,0,9,1,5500
452,14,3,2,0,9,1,5500
453,14,3,3,0,9,0,5500
454,14,3,4,0,9,1,5500
455,14,3,5,1,9,1,5500
456,14,3,6,1,9,1,5500
457,14,3,7,0,9,1,5500
458,14,3,8,0,9,1,5500
459,14,3,9,1,9,1,5500
460,14,3,10,1,9,1,5500
461,14,3,11,0,9,0,5500
462,15,1,1,0,6,0,5500
463,15,1,2,0,6,1,5500
464,15,1,3,1,6,1,5500
465,15,1,4,1,6,1,5500
466,15,1,5,0,6,0,5500
467,15,1,6,1,6,1,5500
468,15,1,7,0,6,0,5500
469,15,1,8,1,6,0,5500
470,15,1,9,1,6,0,5500
471,15,1,10,1,6,1,5500
472,15,1,11,1,6,1,5500
473,15,2,1,0,5,1,5500
474,15,2,2,0,5,1,5500
475,15,2,3,0,5,0,5500
476,15,2,4,0,5,0,5500
477,15,2,5,0,5,0,5500
478,15,2,6,1,5,1,5500
479,15,2,7,1,5,1,5500
480,15,2,8,0,5,0,5500
481,15,2,9,0,5,1,5500
482,15,2,10,1,5,1,5500
483,15,2,11,0,5,0,5500
484,15,3,1,0,9,1,5500
485,15,3,2,0,9,1,5500
486,15,3,3,1,9,1,5500
487,15,3,4,0,9,0,5500
488,15,3,5,0,9,1,5500
489,15,3,6,0,9,1,5500
490,15,3,7,0,9,0,5500
491,15,3,8,1,9,1,5500
492,15,3,9,1,9,1,5500
493,15,3,10,1,9,1,5500
494,15,3,11,1,9,1,5500
495,16,1,1,0,8,1,5500
496,16,1,2,1,8,1,5500
497,16,1,3,1,8,1,5500
498,16,1,4,1,8,0,5500
499,16,1,5,1,8,1,5500
500,16,1,6,1,8,0,5500
501,16,1,7,1,8,0,5500
502,16,1,8,0,8,1,5500
503,16,1,9,0,8,1,5500
504,16,1,10,1,8,1,5500
505,16,1,11,0,8,1,5500
506,16,2,1,0,7,1,5500
507,16,2,2,0,7,1,5500
508,16,2,3,0,7,1,5500
509,16,2,4,0,7,0,5500
510,16,2,5,1,7,1,5500
511,16,2,6,0,7,1,5500
512,16,2,7,0,7,0,5500
513,16,2,8,1,7,1,5500
514,16,2,9,0,7,0,5500
515,16,2,10,0,7,0,5500
516,16,2,11,1,7,1,5500
517,16,3,1,0,5,0,5500
518,16,3,2,0,5,0,5500
519,16,3,3,0,5,0,5500
520,16,3,4,0,5,1,5500
521,16,3,5,0,5,0,5500
522,16,3,6,0,5,0,5500
523,16,3,7,1,5,1,5500
524,16,3,8,0,5,0,5500
525,16,3,9,0,5,1,5500
526,16,3,10,0,5,0,5500
527,16,3,11,1,5,1,5500
528,17,1,1,1,7,1,5500
529,17,1,2,0,7,1,5500
530,17,1,3,0,7,1,5500
531,17,1,4,0,7,0,5500
532,17,1,5,0,7,1,5500
533,17,1,6,0,7,1,5500
534,17,1,7,0,7,0,5500
535,17,1,8,0,7,0,5500
536,17,1,9,1,7,1,5500
537,17,1,10,0,7,0,5500
538,17,1,11,1,7,1,5500
539,17,2,1,1,9,1,5500
540,17,2,2,1,9,1,5500
541,17,2,3,1,9,1,5500
542,17,2,4,1,9,1,5500
543,17,2,5,0,9,0,5500
544,17,2,6,1,9,1,5500
545,17,2,7,1,9,1,5500
546,17,2,8,0,9,0,5500
547,17,2,9,0,9,1,5500
548,17,2,10,1,9,1,5500
549,17,2,11,1,9,1,5500
550,17,3,1,1,8,1,5500
551,17,3,2,1,8,0,5500
552,17,3,3,0,8,1,5500
553,17,3,4,1,8,1,5500
554,17,3,5,0,8,1,5500
555,17,3,6,1,8,0,5500
556,17,3,7,1,8,1,5500
557,17,3,8,0,8,0,5500
558,17,3,9,0,8,1,5500
559,17,3,10,0,8,1,5500
560,17,3,11,0,8,1,5500
561,18,1,1,0,8,1,5500
562,18,1,2,1,8,1,5500
563,18,1,3,0,8,0,5500
564,18,1,4,0,8,1,5500
565,18,1,5,1,8,0,5500
566,18,1,6,1,8,1,5500
567,18,1,7,0,8,1,5500
568,18,1,8,0,8,0,5500
569,18,1,9,0,8,1,5500
570,18,1,10,0,8,1,5500
571,18,1,11,1,8,1,5500
572,18,2,1,1,8,1,5500
573,18,2,2,0,8,1,5500
574,18,2,3,0,8,0,5500
575,18,2,4,1,8,1,5500
576,18,2,5,0,8,1,5500
577,18,2,6,1,8,1,5500
578,18,2,7,0,8,0,5500
579,18,2,8,0,8,1,5500
580,18,2,9,0,8,0,5500
581,18,2,10,1,8,1,5500
582,18,2,11,0,8,1,5500
583,18,3,1,0,6,0,5500
584,18,3,2,0,6,0,5500
585,18,3,3,1,6,1,5500
586,18,3,4,1,6,0,5500
587,18,3,5,0,6,0,5500
588,18,3,6,1,6,1,5500
589,18,3,7,0,6,0,5500
590,18,3,8,1,6,1,5500
591,18,3,9,1,6,1,5500
592,18,3,10,1,6,1,5500
593,18,3,11,0,6,1,5500
594,19,1,1,0,7,0,5500
595,19,1,2,1,7,0,5500
596,19,1,3,1,7,1,5500
597,19,1,4,1,7,1,5500
598,19,1,5,1,7,0,5500
599,19,1,6,1,7,1,5500
600,19,1,7,0,7,1,5500
601,19,1,8,1,7,1,5500
602,19,1,9,1,7,0,5500
603,19,1,10,1,7,1,5500
604,19,1,11,1,7,1,5500
605,19,2,1,0,8,1,5500
606,19,2,2,1,8,1,5500
607,19,2,3,1,8,1,5500
608,19,2,4,1,8,1,5500
609,19,2,5,1,8,1,5500
610,19,2,6,0,8,1,5500
611,19,2,7,1,8,0,5500
612,19,2,8,1,8,0,5500
613,19,2,9,1,8,1,5500
614,19,2,10,1,8,0,5500
615,19,2,11,1,8,1,5500
616,19,3,1,0,6,1,5500
617,19,3,2,0,6,0,5500
618,19,3,3,0,6,0,5500
619,19,3,4,0,6,1,5500
620,19,3,5,0,6,0,5500
621,19,3,6,0,6,1,5500
622,19,3,7,0,6,0,5500
623,19,3,8,1,6,0,5500
624,19,3,9,0,6,1,5500
625,19,3,10,0,6,1,5500
626,19,3,11,1,6,1,5500
627,20,1,1,1,7,0,5500
628,20,1,2,0,7,1,5500
629,20,1,3,0,7,0,5500
630,20,1,4,0,7,0,5500
631,20,1,5,1,7,1,5500
632,20,1,6,0,7,1,5500
633,20,1,7,1,7,0,5500
634,20,1,8,1,7,1,5500
635,20,1,9,1,7,1,5500
636,20,1,10,1,7,1,5500
637,20,1,11,1,7,1,5500
638,20,2,1,1,8,1,5500
639,20,2,2,1,8,1,5500
640,20,2,3,1,8,1,5500
641,20,2,4,1,8,0,5500
642,20,2,5,0,8,1,5500
643,20,2,6,1,8,1,5500
644,20,2,7,0,8,0,5500
645,20,2,8,0,8,0,5500
646,20,2,9,0,8,1,5500
647,20,2,10,0,8,1,5500
648,20,2,11,1,8,1,5500
649,20,3,1,0,5,0,5500
650,20,3,2,0,5,0,5500
651,20,3,3,0,5,0,5500
652,20,3,4,0,5,1,5500
653,20,3,5,0,5,0,5500
654,20,3,6,1,5,0,5500
655,20,3,7,1,5,1,5500
656,20,3,8,0,5,0,5500
657,20,3,9,0,5,1,5500
658,20,3,10,1,5,1,5500
659,20,3,11,0,5,1,5500
660,21,1,1,0,5,0,5500
661,21,1,2,0,5,1,5500
662,21,1,3,0,5,0,5500
663,21,1,4,0,5,0,5500
664,21,1,5,0,5,1,5500
665,21,1,6,1,5,0,5500
666,21,1,7,0,5,0,5500
667,21,1,8,1,5,0,5500
668,21,1,9,1,5,1,5500
669,21,1,10,0,5,0,5500
670,21,1,11,1,5,1,5500
671,21,2,1,1,5,1,5500
672,21,2,2,1,5,1,5500
673,21,2,3,0,5,0,5500
674,21,2,4,0,5,0,5500
675,21,2,5,1,5,0,5500
676,21,2,6,0,5,0,5500
677,21,2,7,1,5,1,5500
678,21,2,8,1,5,1,5500
679,21,2,9,0,5,0,5500
680,21,2,10,1,5,1,5500
681,21,2,11,0,5,0,5500
682,21,3,1,1,6,1,5500
683,21,3,2,0,6,0,5500
684,21,3,3,0,6,0,5500
685,21,3,4,0,6,0,5500
686,21,3,5,0,6,1,5500
687,21,3,6,0,6,1,5500
688,21,3,7,1,6,0,5500
689,21,3,8,0,6,1,5500
690,21,3,9,0,6,0,5500
691,21,3,10,1,6,0,5500
692,21,3,11,1,6,1,5500
693,22,1,1,1,5,1,5500
694,22,1,2,1,5,0,5500
695,22,1,3,1,5,1,5500
696,22,1,4,0,5,0,5500
697,22,1,5,0,5,0,5500
698,22,1,6,0,5,0,5500
699,22,1,7,1,5,0,5500
700,22,1,8,1,5,1,5500
701,22,1,9,1,5,0,5500
702,22,1,10,1,5,1,5500
703,22,1,11,1,5,1,5500
704,22,2,1,0,8,1,5500
705,22,2,2,1,8,1,5500
706,22,2,3,0,8,1,5500
707,22,2,4,1,8,1,5500
708,22,2,5,1,8,0,5500
709,22,2,6,1,8,1,5500
710,22,2,7,1,8,1,5500
711,22,2,8,1,8,1,5500
712,22,2,9,0,8,0,5500
713,22,2,10,1,8,1,5500
714,22,2,11,0,8,0,5500
715,22,3,1,1,9,1,5500
716,22,3,2,0,9,0,5500
717,22,3,3,0,9,1,5500
718,22,3,4,1,9,1,5500
719,22,3,5,0,9,1,5500
720,22,3,6,0,9,1,5500
721,22,3,7,1,9,1,5500
722,22,3,8,1,9,1,5500
723,22,3,9,1,9,1,5500
724,22,3,10,1,9,1,5500
725,22,3,11,0,9,0,5500
726,23,1,1,1,7,0,5500
727,23,1,2,1,7,1,5500
728,23,1,3,1,7,0,5500
729,23,1,4,0,7,1,5500
730,23,1,5,1,7,1,5500
731,23,1,6,1,7,1,5500
732,23,1,7,0,7,1,5500
733,23,1,8,1,7,0,5500
734,23,1,9,0,7,1,5500
735,23,1,10,1,7,1,5500
736,23,1,11,1,7,0,5500
737,23,2,1,0,10,1,5500
738,23,2,2,1,10,1,5500
739,23,2,3,0,10,1,5500
740,23,2,4,0,10,1,5500
741,23,2,5,0,10,1,5500
742,23,2,6,1,10,1,5500
743,23,2,7,1,10,1,5500
744,23,2,8,0,10,1,5500
745,23,2,9,0,10,1,5500
746,23,2,10,0,10,0,5500
747,23,2,11,1,10,1,5500
748,23,3,1,0,9,1,5500
749,23,3,2,1,9,1,5500
750,23,3,3,1,9,0,5500
751,23,3,4,1,9,1,5500
752,23,3,5,0,9,1,5500
753,23,3,6,0,9,0,5500
754,23,3,7,1,9,1,5500
755,23,3,8,0,9,1,5500
756,23,3,9,0,9,1,5500
757,23,3,10,0,9,1,5500
758,23,3,11,1,9,1,5500
759,24,1,1,0,9,1,5500
760,24,1,2,1,9,1,5500
761,24,1,3,0,9,1,5500
762,24,1,4,0,9,0,5500
763,24,1,5,1,9,1,5500
764,24,1,6,0,9,1,5500
765,24,1,7,0,9,1,5500
766,24,1,8,1,9,1,5500
767,24,1,9,1,9,1,5500
768,24,1,10,0,9,0,5500
769,24,1,11,0,9,1,5500
770,24,2,1,1,5,0,5500
771,24,2,2,1,5,1,5500
772,24,2,3,0,5,0,5500
773,24,2,4,0,5,1,5500
774,24,2,5,0,5,0,5500
775,24,2,6,1,5,1,5500
776,24,2,7,1,5,0,5500
777,24,2,8,1,5,1,5500
778,24,2,9,1,5,1,5500
779,24,2,10,1,5,1,5500
780,24,2,11,0,5,0,5500
781,24,3,1,0,7,1,5500
782,24,3,2,0,7,1,5500
783,24,3,3,0,7,0,5500
784,24,3,4,1,7,1,5500
785,24,3,5,0,7,1,5500
786,24,3,6,0,7,1,5500
787,24,3,7,1,7,1,5500
788,24,3,8,0,7,0,5500
789,24,3,9,0,7,0,5500
790,24,3,10,0,7,0,5500
791,24,3,11,1,7,1,5500
792,25,1,1,0,7,1,5500
793,25,1,2,0,7,0,5500
794,25,1,3,1,7,1,5500
795,25,1,4,0,7,1,5500
796,25,1,5,1,7,1,5500
797,25,1,6,0,7,1,5500
798,25,1,7,1,7,0,5500
799,25,1,8,1,7,0,5500
800,25,1,9,1,7,0,5500
801,25,1,10,1,7,1,5500
802,25,1,11,1,7,1,5500
803,25,2,1,1,10,1,5500
804,25,2,2,1,10,1,5500
805,25,2,3,0,10,1,5500
806,25,2,4,0,10,1,5500
807,25,2,5,0,10,1,5500
808,25,2,6,1,10,1,5500
809,25,2,7,1,10,0,5500
810,25,2,8,1,10,1,5500
811,25,2,9,0,10,1,5500
812,25,2,10,1,10,1,5500
813,25,2,11,1,10,1,5500
814,25,3,1,1,10,1,5500
815,25,3,2,0,10,1,5500
816,25,3,3,0,10,1,5500
817,25,3,4,1,10,1,5500
818,25,3,5,1,10,0,5500
819,25,3,6,1,10,1,5500
