id,day,shift,worker_id,preference,requirements,assigned,singleWorkerFitness,finalWorkerPenalty,finalFitnness
164,5,3,11,1,5,0,590,1100,5020
165,6,1,1,0,5,1,500,1100,5020
166,6,1,2,1,5,1,580,1100,5020
167,6,1,3,0,5,0,540,1100,5020
168,6,1,4,0,5,1,520,1100,5020
169,6,1,5,1,5,0,540,1100,5020
170,6,1,6,0,5,0,600,1100,5020
171,6,1,7,0,5,0,650,1100,5020
172,6,1,8,1,5,1,560,1100,5020
173,6,1,9,0,5,1,540,1100,5020
174,6,1,10,0,5,0,500,1100,5020
175,6,1,11,1,5,0,590,1100,5020
176,6,2,1,1,6,1,500,1100,5020
177,6,2,2,1,6,1,580,1100,5020
178,6,2,3,1,6,1,540,1100,5020
179,6,2,4,0,6,1,520,1100,5020
180,6,2,5,1,6,0,540,1100,5020
181,6,2,6,1,6,1,600,1100,5020
182,6,2,7,0,6,0,650,1100,5020
183,6,2,8,0,6,0,560,1100,5020
184,6,2,9,0,6,1,540,1100,5020
185,6,2,10,0,6,0,500,1100,5020
186,6,2,11,0,6,0,590,1100,5020
187,6,3,1,0,5,0,500,1100,5020
188,6,3,2,0,5,0,580,1100,5020
189,6,3,3,1,5,1,540,1100,5020
190,6,3,4,1,5,0,520,1100,5020
191,6,3,5,0,5,0,540,1100,5020
192,6,3,6,1,5,1,600,1100,5020
193,6,3,7,0,5,0,650,1100,5020
194,6,3,8,1,5,1,560,1100,5020
195,6,3,9,1,5,1,540,1100,5020
196,6,3,10,0,5,0,500,1100,5020
197,6,3,11,1,5,1,590,1100,5020
198,7,1,1,0,8,1,500,1100,5020
199,7,1,2,0,8,0,580,1100,5020
200,7,1,3,1,8,0,540,1100,5020
201,7,1,4,1,8,1,520,1100,5020
202,7,1,5,0,8,1,540,1100,5020
203,7,1,6,1,8,1,600,1100,5020
204,7,1,7,0,8,0,650,1100,5020
205,7,1,8,0,8,1,560,1100,5020
206,7,1,9,1,8,1,540,1100,5020
207,7,1,10,0,8,1,500,1100,5020
208,7,1,11,1,8,1,590,1100,5020
209,7,2,1,1,9,1,500,1100,5020
210,7,2,2,1,9,0,580,1100,5020
211,7,2,3,0,9,1,540,1100,5020
212,7,2,4,0,9,1,520,1100,5020
213,7,2,5,0,9,0,540,1100,5020
214,7,2,6,1,9,1,600,1100,5020
215,7,2,7,0,9,0,650,1100,5020
216,7,2,8,1,9,1,560,1100,5020
217,7,2,9,1,9,1,540,1100,5020
218,7,2,10,0,9,1,500,1100,5020
219,7,2,11,0,9,1,590,1100,5020
220,7,3,1,1,6,0,500,1100,5020
221,7,3,2,0,6,1,580,1100,5020
222,7,3,3,1,6,0,540,1100,5020
223,7,3,4,1,6,0,520,1100,5020
224,7,3,5,1,6,1,540,1100,5020
225,7,3,6,1,6,0,600,1100,5020
226,7,3,7,0,6,0,650,1100,5020
227,7,3,8,0,6,0,560,1100,5020
228,7,3,9,0,6,1,540,1100,5020
229,7,3,10,0,6,1,500,1100,5020
230,7,3,11,1,6,1,590,1100,5020
231,8,1,1,0,8,0,500,1100,5020
232,8,1,2,1,8,1,580,1100,5020
233,8,1,3,1,8,1,540,1100,5020
234,8,1,4,0,8,1,520,1100,5020
235,8,1,5,0,8,1,540,1100,5020
236,8,1,6,1,8,1,600,1100,5020
237,8,1,7,1,8,1,650,1100,5020
238,8,1,8,0,8,0,560,1100,5020
239,8,1,9,0,8,1,540,1100,5020
240,8,1,10,0,8,1,500,1100,5020
241,8,1,11,0,8,0,590,1100,5020
242,8,2,1,1,7,1,500,1100,5020
243,8,2,2,0,7,1,580,1100,5020
244,8,2,3,0,7,0,540,1100,5020
245,8,2,4,0,7,0,520,1100,5020
246,8,2,5,0,7,1,540,1100,5020
247,8,2,6,1,7,1,600,1100,5020
248,8,2,7,0,7,0,650,1100,5020
249,8,2,8,0,7,1,560,1100,5020
250,8,2,9,1,7,1,540,1100,5020
251,8,2,10,0,7,1,500,1100,5020
252,8,2,11,0,7,0,590,1100,5020
253,8,3,1,1,5,1,500,1100,5020
254,8,3,2,1,5,1,580,1100,5020
255,8,3,3,0,5,0,540,1100,5020
256,8,3,4,1,5,0,520,1100,5020
257,8,3,5,1,5,1,540,1100,5020
258,8,3,6,0,5,0,600,1100,5020
259,8,3,7,0,5,0,650,1100,5020
260,8,3,8,0,5,1,560,1100,5020
261,8,3,9,0,5,0,540,1100,5020
262,8,3,10,0,5,0,500,1100,5020
263,8,3,11,1,5,1,590,1100,5020
264,9,1,1,0,10,0,500,1100,5020
265,9,1,2,1,10,1,580,1100,5020
266,9,1,3,0,10,1,540,1100,5020
267,9,1,4,0,10,1,520,1100,5020
268,9,1,5,1,10,0,540,1100,5020
269,9,1,6,0,10,1,600,1100,5020
270,9,1,7,0,10,1,650,1100,5020
271,9,1,8,0,10,1,560,1100,5020
272,9,1,9,0,10,1,540,1100,5020
273,9,1,10,0,10,1,500,1100,5020
274,9,1,11,1,10,1,590,1100,5020
275,9,2,1,0,5,0,500,1100,5020
276,9,2,2,1,5,0,580,1100,5020
277,9,2,3,1,5,1,540,1100,5020
278,9,2,4,0,5,0,520,1100,5020
279,9,2,5,0,5,0,540,1100,5020
280,9,2,6,1,5,1,600,1100,5020
281,9,2,7,1,5,1,650,1100,5020
282,9,2,8,0,5,1,560,1100,5020
283,9,2,9,0,5,0,540,1100,5020
284,9,2,10,0,5,0,500,1100,5020
285,9,2,11,0,5,1,590,1100,5020
286,9,3,1,1,10,1,500,1100,5020
287,9,3,2,1,10,1,580,1100,5020
288,9,3,3,0,10,1,540,1100,5020
289,9,3,4,0,10,1,520,1100,5020
290,9,3,5,0,10,1,540,1100,5020
291,9,3,6,1,10,1,600,1100,5020
292,9,3,7,0,10,0,650,1100,5020
293,9,3,8,1,10,1,560,1100,5020
294,9,3,9,0,10,1,540,1100,5020
295,9,3,10,1,10,1,500,1100,5020
296,9,3,11,1,10,1,590,1100,5020
297,10,1,1,1,7,1,500,1100,5020
298,10,1,2,0,7,0,580,1100,5020
299,10,1,3,0,7,0,540,1100,5020
300,10,1,4,1,7,1,520,1100,5020
301,10,1,5,1,7,1,540,1100,5020
302,10,1,6,1,7,0,600,1100,5020
303,10,1,7,1,7,0,650,1100,5020
304,10,1,8,1,7,0,560,1100,5020
305,10,1,9,0,7,1,540,1100,5020
306,10,1,10,0,7,1,500,1100,5020
307,10,1,11,0,7,1,590,1100,5020
308,10,2,1,1,10,1,500,1100,5020
309,10,2,2,1,10,1,580,1100,5020
310,10,2,3,0,10,0,540,1100,5020
311,10,2,4,1,10,1,520,1100,5020
312,10,2,5,1,10,1,540,1100,5020
313,10,2,6,1,10,1,600,1100,5020
314,10,2,7,1,10,1,650,1100,5020
315,10,2,8,0,10,1,560,1100,5020
316,10,2,9,1,10,1,540,1100,5020
317,10,2,10,0,10,1,500,1100,5020
318,10,2,11,1,10,1,590,1100,5020
319,10,3,1,1,10,1,500,1100,5020
320,10,3,2,1,10,1,580,1100,5020
321,10,3,3,1,10,0,540,1100,5020
322,10,3,4,1,10,1,520,1100,5020
323,10,3,5,0,10,1,540,1100,5020
324,10,3,6,1,10,1,600,1100,5020
325,10,3,7,1,10,1,650,1100,5020
326,10,3,8,1,10,1,560,1100,5020
327,10,3,9,0,10,1,540,1100,5020
328,10,3,10,0,10,1,500,1100,5020
329,10,3,11,0,10,1,590,1100,5020
330,11,1,1,0,5,1,500,1100,5020
331,11,1,2,0,5,0,580,1100,5020
332,11,1,3,0,5,0,540,1100,5020
333,11,1,4,0,5,0,520,1100,5020
334,11,1,5,0,5,1,540,1100,5020
335,11,1,6,0,5,0,600,1100,5020
336,11,1,7,1,5,0,650,1100,5020
337,11,1,8,0,5,0,560,1100,5020
338,11,1,9,0,5,1,540,1100,5020
339,11,1,10,1,5,1,500,1100,5020
340,11,1,11,1,5,1,590,1100,5020
341,11,2,1,1,8,1,500,1100,5020
342,11,2,2,0,8,1,580,1100,5020
343,11,2,3,1,8,1,540,1100,5020
344,11,2,4,1,8,1,520,1100,5020
345,11,2,5,1,8,0,540,1100,5020
346,11,2,6,1,8,1,600,1100,5020
347,11,2,7,0,8,1,650,1100,5020
348,11,2,8,1,8,1,560,1100,5020
349,11,2,9,1,8,0,540,1100,5020
350,11,2,10,0,8,1,500,1100,5020
351,11,2,11,0,8,0,590,1100,5020
352,11,3,1,0,6,0,500,1100,5020
353,11,3,2,1,6,1,580,1100,5020
354,11,3,3,1,6,1,540,1100,5020
355,11,3,4,0,6,1,520,1100,5020
356,11,3,5,1,6,1,540,1100,5020
357,11,3,6,0,6,0,600,1100,5020
358,11,3,7,1,6,0,650,1100,5020
359,11,3,8,0,6,1,560,1100,5020
360,11,3,9,1,6,0,540,1100,5020
361,11,3,10,0,6,0,500,1100,5020
362,11,3,11,0,6,1,590,1100,5020
363,12,1,1,0,9,0,500,1100,5020
364,12,1,2,1,9,1,580,1100,5020
365,12,1,3,0,9,1,540,1100,5020
366,12,1,4,0,9,1,520,1100,5020
367,12,1,5,0,9,1,540,1100,5020
368,12,1,6,1,9,1,600,1100,5020
369,12,1,7,0,9,0,650,1100,5020
370,12,1,8,0,9,1,560,1100,5020
371,12,1,9,1,9,1,540,1100,5020
372,12,1,10,0,9,1,500,1100,5020
373,12,1,11,0,9,1,590,1100,5020
374,12,2,1,0,6,1,500,1100,5020
375,12,2,2,0,6,0,580,1100,5020
376,12,2,3,0,6,0,540,1100,5020
377,12,2,4,1,6,1,520,1100,5020
378,12,2,5,0,6,1,540,1100,5020
379,12,2,6,1,6,1,600,1100,5020
380,12,2,7,1,6,0,650,1100,5020
381,12,2,8,1,6,0,560,1100,5020
382,12,2,9,1,6,1,540,1100,5020
383,12,2,10,1,6,1,500,1100,5020
384,12,2,11,1,6,0,590,1100,5020
385,12,3,1,1,8,1,500,1100,5020
386,12,3,2,1,8,1,580,1100,5020
387,12,3,3,1,8,1,540,1100,5020
388,12,3,4,1,8,0,520,1100,5020
389,12,3,5,1,8,1,540,1100,5020
390,12,3,6,1,8,1,600,1100,5020
391,12,3,7,1,8,0,650,1100,5020
392,12,3,8,1,8,1,560,1100,5020
393,12,3,9,0,8,1,540,1100,5020
394,12,3,10,1,8,0,500,1100,5020
395,12,3,11,1,8,1,590,1100,5020
396,13,1,1,0,5,1,500,1100,5020
397,13,1,2,0,5,0,580,1100,5020
398,13,1,3,0,5,0,540,1100,5020
399,13,1,4,1,5,1,520,1100,5020
400,13,1,5,0,5,1,540,1100,5020
401,13,1,6,0,5,0,600,1100,5020
402,13,1,7,0,5,0,650,1100,5020
403,13,1,8,0,5,1,560,1100,5020
404,13,1,9,1,5,1,540,1100,5020
405,13,1,10,1,5,1,500,1100,5020
406,13,1,11,1,5,0,590,1100,5020
407,13,2,1,0,8,1,500,1100,5020
408,13,2,2,1,8,1,580,1100,5020
409,13,2,3,0,8,0,540,1100,5020
410,13,2,4,1,8,1,520,1100,5020
411,13,2,5,1,8,1,540,1100,5020
412,13,2,6,1,8,1,600,1100,5020
413,13,2,7,1,8,0,650,1100,5020
414,13,2,8,1,8,0,560,1100,5020
415,13,2,9,1,8,1,540,1100,5020
416,13,2,10,1,8,1,500,1100,5020
417,13,2,11,1,8,1,590,1100,5020
418,13,3,1,0,9,0,500,1100,5020
419,13,3,2,0,9,1,580,1100,5020
420,13,3,3,1,9,1,540,1100,5020
421,13,3,4,0,9,1,520,1100,5020
422,13,3,5,0,9,0,540,1100,5020
423,13,3,6,1,9,1,600,1100,5020
424,13,3,7,0,9,1,650,1100,5020
425,13,3,8,1,9,1,560,1100,5020
426,13,3,9,1,9,1,540,1100,5020
427,13,3,10,0,9,1,500,1100,5020
428,13,3,11,0,9,1,590,1100,5020
429,14,1,1,0,10,1,500,1100,5020
430,14,1,2,1,10,1,580,1100,5020
431,14,1,3,0,10,1,540,1100,5020
432,14,1,4,0,10,1,520,1100,5020
433,14,1,5,1,10,1,540,1100,5020
434,14,1,6,0,10,1,600,1100,5020
435,14,1,7,0,10,1,650,1100,5020
436,14,1,8,0,10,1,560,1100,5020
437,14,1,9,0,10,0,540,1100,5020
438,14,1,10,1,10,1,500,1100,5020
439,14,1,11,0,10,1,590,1100,5020
440,14,2,1,1,6,1,500,1100,5020
441,14,2,2,1,6,1,580,1100,5020
442,14,2,3,0,6,0,540,1100,5020
443,14,2,4,1,6,1,520,1100,5020
444,14,2,5,0,6,0,540,1100,5020
445,14,2,6,1,6,0,600,1100,5020
446,14,2,7,1,6,1,650,1100,5020
447,14,2,8,1,6,1,560,1100,5020
448,14,2,9,1,6,1,540,1100,5020
449,14,2,10,1,6,0,500,1100,5020
450,14,2,11,0,6,0,590,1100,5020
451,14,3,1,0,9,1,500,1100,5020
452,14,3,2,0,9,1,580,1100,5020
453,14,3,3,0,9,1,540,1100,5020
454,14,3,4,0,9,1,520,1100,5020
455,14,3,5,1,9,1,540,1100,5020
456,14,3,6,1,9,0,600,1100,5020
457,14,3,7,0,9,1,650,1100,5020
458,14,3,8,0,9,1,560,1100,5020
459,14,3,9,1,9,1,540,1100,5020
460,14,3,10,1,9,1,500,1100,5020
461,14,3,11,0,9,0,590,1100,5020
462,15,1,1,0,6,1,500,1100,5020
463,15,1,2,0,6,0,580,1100,5020
464,15,1,3,1,6,1,540,1100,5020
465,15,1,4,1,6,0,520,1100,5020
466,15,1,5,0,6,1,540,1100,5020
467,15,1,6,1,6,1,600,1100,5020
468,15,1,7,0,6,0,650,1100,5020
469,15,1,8,1,6,1,560,1100,5020
470,15,1,9,1,6,0,540,1100,5020
471,15,1,10,1,6,0,500,1100,5020
472,15,1,11,1,6,1,590,1100,5020
473,15,2,1,0,5,0,500,1100,5020
474,15,2,2,0,5,0,580,1100,5020
475,15,2,3,0,5,1,540,1100,5020
476,15,2,4,0,5,0,520,1100,5020
477,15,2,5,0,5,1,540,1100,5020
478,15,2,6,1,5,1,600,1100,5020
479,15,2,7,1,5,1,650,1100,5020
480,15,2,8,0,5,0,560,1100,5020
481,15,2,9,0,5,0,540,1100,5020
482,15,2,10,1,5,1,500,1100,5020
483,15,2,11,0,5,0,590,1100,5020
484,15,3,1,0,9,1,500,1100,5020
485,15,3,2,0,9,0,580,1100,5020
486,15,3,3,1,9,1,540,1100,5020
487,15,3,4,0,9,1,520,1100,5020
488,15,3,5,0,9,0,540,1100,5020
489,15,3,6,0,9,1,600,1100,5020
490,15,3,7,0,9,0,650,1100,5020
491,15,3,8,1,9,1,560,1100,5020
492,15,3,9,1,9,1,540,1100,5020
493,15,3,10,1,9,1,500,1100,5020
494,15,3,11,1,9,1,590,1100,5020
495,16,1,1,0,8,1,500,1100,5020
496,16,1,2,1,8,0,580,1100,5020
497,16,1,3,1,8,1,540,1100,5020
498,16,1,4,1,8,1,520,1100,5020
499,16,1,5,1,8,0,540,1100,5020
500,16,1,6,1,8,1,600,1100,5020
501,16,1,7,1,8,1,650,1100,5020
502,16,1,8,0,8,1,560,1100,5020
503,16,1,9,0,8,1,540,1100,5020
504,16,1,10,1,8,1,500,1100,5020
505,16,1,11,0,8,0,590,1100,5020
506,16,2,1,0,7,1,500,1100,5020
507,16,2,2,0,7,0,580,1100,5020
508,16,2,3,0,7,0,540,1100,5020
509,16,2,4,0,7,1,520,1100,5020
510,16,2,5,1,7,0,540,1100,5020
511,16,2,6,0,7,1,600,1100,5020
512,16,2,7,0,7,0,650,1100,5020
513,16,2,8,1,7,1,560,1100,5020
514,16,2,9,0,7,1,540,1100,5020
515,16,2,10,0,7,1,500,1100,5020
516,16,2,11,1,7,1,590,1100,5020
517,16,3,1,0,5,1,500,1100,5020
518,16,3,2,0,5,0,580,1100,5020
519,16,3,3,0,5,0,540,1100,5020
520,16,3,4,0,5,0,520,1100,5020
521,16,3,5,0,5,1,540,1100,5020
522,16,3,6,0,5,0,600,1100,5020
523,16,3,7,1,5,1,650,1100,5020
524,16,3,8,0,5,0,560,1100,5020
525,16,3,9,0,5,0,540,1100,5020
526,16,3,10,0,5,1,500,1100,5020
527,16,3,11,1,5,1,590,1100,5020
528,17,1,1,1,7,1,500,1100,5020
529,17,1,2,0,7,1,580,1100,5020
530,17,1,3,0,7,0,540,1100,5020
531,17,1,4,0,7,1,520,1100,5020
532,17,1,5,0,7,0,540,1100,5020
533,17,1,6,0,7,0,600,1100,5020
534,17,1,7,0,7,0,650,1100,5020
535,17,1,8,0,7,1,560,1100,5020
536,17,1,9,1,7,0,540,1100,5020
537,17,1,10,0,7,1,500,1100,5020
538,17,1,11,1,7,1,590,1100,5020
539,17,2,1,1,9,0,500,1100,5020
540,17,2,2,1,9,1,580,1100,5020
541,17,2,3,1,9,1,540,1100,5020
542,17,2,4,1,9,1,520,1100,5020
543,17,2,5,0,9,0,540,1100,5020
544,17,2,6,1,9,1,600,1100,5020
545,17,2,7,1,9,1,650,1100,5020
546,17,2,8,0,9,1,560,1100,5020
547,17,2,9,0,9,1,540,1100,5020
548,17,2,10,1,9,1,500,1100,5020
549,17,2,11,1,9,0,590,1100,5020
550,17,3,1,1,8,1,500,1100,5020
551,17,3,2,1,8,1,580,1100,5020
552,17,3,3,0,8,0,540,1100,5020
553,17,3,4,1,8,0,520,1100,5020
554,17,3,5,0,8,0,540,1100,5020
555,17,3,6,1,8,1,600,1100,5020
556,17,3,7,1,8,1,650,1100,5020
557,17,3,8,0,8,1,560,1100,5020
558,17,3,9,0,8,1,540,1100,5020
559,17,3,10,0,8,0,500,1100,5020
560,17,3,11,0,8,1,590,1100,5020
561,18,1,1,0,8,1,500,1100,5020
562,18,1,2,1,8,1,580,1100,5020
563,18,1,3,0,8,1,540,1100,5020
564,18,1,4,0,8,0,520,1100,5020
565,18,1,5,1,8,1,540,1100,5020
566,18,1,6,1,8,1,600,1100,5020
567,18,1,7,0,8,0,650,1100,5020
568,18,1,8,0,8,0,560,1100,5020
569,18,1,9,0,8,1,540,1100,5020
570,18,1,10,0,8,1,500,1100,5020
571,18,1,11,1,8,1,590,1100,5020
572,18,2,1,1,8,1,500,1100,5020
573,18,2,2,0,8,1,580,1100,5020
574,18,2,3,0,8,0,540,1100,5020
575,18,2,4,1,8,1,520,1100,5020
576,18,2,5,0,8,0,540,1100,5020
577,18,2,6,1,8,1,600,1100,5020
578,18,2,7,0,8,1,650,1100,5020
579,18,2,8,0,8,1,560,1100,5020
580,18,2,9,0,8,0,540,1100,5020
581,18,2,10,1,8,1,500,1100,5020
582,18,2,11,0,8,1,590,1100,5020
583,18,3,1,0,6,0,500,1100,5020
584,18,3,2,0,6,0,580,1100,5020
585,18,3,3,1,6,0,540,1100,5020
586,18,3,4,1,6,1,520,1100,5020
587,18,3,5,0,6,0,540,1100,5020
588,18,3,6,1,6,1,600,1100,5020
589,18,3,7,0,6,1,650,1100,5020
590,18,3,8,1,6,1,560,1100,5020
591,18,3,9,1,6,1,540,1100,5020
592,18,3,10,1,6,1,500,1100,5020
593,18,3,11,0,6,0,590,1100,5020
594,19,1,1,0,7,0,500,1100,5020
595,19,1,2,1,7,1,580,1100,5020
596,19,1,3,1,7,0,540,1100,5020
597,19,1,4,1,7,1,520,1100,5020
598,19,1,5,1,7,1,540,1100,5020
599,19,1,6,1,7,0,600,1100,5020
600,19,1,7,0,7,0,650,1100,5020
601,19,1,8,1,7,1,560,1100,5020
602,19,1,9,1,7,1,540,1100,5020
603,19,1,10,1,7,1,500,1100,5020
604,19,1,11,1,7,1,590,1100,5020
605,19,2,1,0,8,1,500,1100,5020
606,19,2,2,1,8,1,580,1100,5020
607,19,2,3,1,8,1,540,1100,5020
608,19,2,4,1,8,0,520,1100,5020
609,19,2,5,1,8,0,540,1100,5020
610,19,2,6,0,8,1,600,1100,5020
611,19,2,7,1,8,1,650,1100,5020
612,19,2,8,1,8,1,560,1100,5020
613,19,2,9,1,8,0,540,1100,5020
614,19,2,10,1,8,1,500,1100,5020
615,19,2,11,1,8,1,590,1100,5020
616,19,3,1,0,6,1,500,1100,5020
617,19,3,2,0,6,0,580,1100,5020
618,19,3,3,0,6,1,540,1100,5020
619,19,3,4,0,6,0,520,1100,5020
620,19,3,5,0,6,0,540,1100,5020
621,19,3,6,0,6,1,600,1100,5020
622,19,3,7,0,6,0,650,1100,5020
623,19,3,8,1,6,1,560,1100,5020
624,19,3,9,0,6,0,540,1100,5020
625,19,3,10,0,6,1,500,1100,5020
626,19,3,11,1,6,1,590,1100,5020
627,20,1,1,1,7,1,500,1100,5020
628,20,1,2,0,7,1,580,1100,5020
629,20,1,3,0,7,1,540,1100,5020
630,20,1,4,0,7,0,520,1100,5020
